"","gI_1","gI_2","gI_3","gI_4","gI_5","gI_6","gI_7","gI_8","gI_9","gI_10","gI_11","gI_12","gI_13","gI_14","gI_15","gI_16","gI_17","gI_18","gI_19","gI_20","gI_21","gI_22","gI_23","gI_24","gI_25","gI_26","gI_27","gI_28","gI_29","gI_30"
"gene 522",5.05715782711501,1.68773653462371,4.55688235146014,2.13019231015654,5.0385844754544,3.85722860308112,5.22229086420434,2.27290840137263,4.03159173871575,2.01899701495795,1.96333555994626,5.56672519162547,5.11271913274492,5.48208058924968,3.95722829365066,6.58153941003145,2.5071607426862,6.17464255930408,4.84924105068021,4.54711488543347,3.92072963774479,3.99632788108908,3.6701886769479,2.92802400318827,3.37797300343688,5.07906604372188,3.64890893629517,3.06084369746653,3.54304301779358,4.87476222151007
"gene 523",4.46844063103499,3.13786192430417,2.60599102884191,2.24846965988317,4.26457520347864,1.20182336565268,5.25024924064249,3.39976386163707,3.81659600783149,3.08859612069969,1.91137030955156,5.31251503650544,5.13252289255809,3.46200142861005,6.90178419337661,4.60955085254462,4.38525375460038,5.49823831346265,3.94783389138427,5.89951007527879,2.96804972117186,2.38801492450161,3.14716850630065,2.2721999211412,0.948568750444131,5.39488715120653,3.02474711452768,5.80265483963728,1.86409333102282,6.49826140379739
"gene 524",4.80228842912584,6.09747919230781,3.40130968000881,4.29673746884274,4.45857622220804,3.55408265934483,4.3944415174797,3.82013700730334,3.86797275056127,4.20130813303921,4.81650878311278,4.28685654816397,3.85164192700556,8.76120440423402,3.57122204311764,4.48838764543724,5.42444734389908,4.37453977478906,5.82775383932043,6.56185626987138,3.09555136255446,4.72527845532031,5.85018785851432,4.3730137069824,4.6616627696702,5.92061317130058,4.89722343198273,6.51031080939503,4.72168324652142,4.56604339920484
"gene 525",3.82697382598097,4.53016465239955,3.13145895695044,4.50436525450528,4.21532131546037,5.78880690277566,2.91473296228506,4.55028290781726,5.99059044844831,3.41992449373085,6.11626096149072,5.66360678945643,2.69527806781564,4.30980316958776,4.91527527266262,2.90301422806105,5.41996436772668,4.56353706308384,5.31451484100392,4.24468466575126,4.20519278569105,4.54332994829826,5.07706896637378,5.17326337243156,3.41102129576048,2.94789604356804,3.78717527095391,4.305608262553,5.30345321122226,3.6518545014261
"gene 526",5.19318391164742,6.38143236540037,3.79246882063472,5.35410967587618,4.14716674679616,5.10971247961866,3.88056421489984,5.09437334562099,2.80489152838339,3.44809835709042,5.25162909536484,5.69048354097419,4.66162589000655,4.72741809511448,7.08980654901907,6.13806962204704,7.80934782266304,5.46123911883283,5.72853847571378,6.12031280197359,5.90346105835515,3.87097493082421,5.43005859269373,4.85841548426684,2.64621959851278,4.79197314168542,4.28475031327589,6.49103207653456,4.98066791797316,7.17011817965614
"gene 527",5.18453259901758,3.31256712734689,2.9815272218402,2.30582488046581,4.56602408537704,2.99728144804496,6.9501307625958,2.69528218240054,3.69593467648594,5.09649201113994,4.09729283460483,6.64000510643121,4.80057340435118,5.77893779273801,5.01724720756862,4.71002138571957,4.8991843043266,3.9759137256083,5.85022860114248,8.03765120612595,2.29323250675,3.16148402878732,5.69620216955719,6.69996172616011,4.30511542898131,4.48678573823105,2.88135325971438,5.54994436441149,4.67633091349495,7.45911592188681
"gene 528",3.12548551249147,3.53381861393622,3.2745268742118,2.51521768171118,4.36673537275872,4.11288736814035,5.8180354050993,3.77529249284336,3.71677062501336,2.77218860151445,3.81439322605137,5.1195456223248,4.43989573440527,6.63121480153892,3.94048904839264,2.27268062755392,4.88081597057312,3.80869400355065,5.58807056226484,6.41746395516676,4.93347284644371,2.76812134267884,4.26655141818725,4.91176107693521,3.49772802396757,4.4116307660738,2.29205810366575,5.06031075859858,3.24532269970226,5.37863621388499
"gene 529",2.15637330070537,4.89931488407465,2.31745079656786,3.00937383264066,4.2617088520912,3.78731097422822,5.3850365230937,3.32535566671581,3.54815996439232,1.79671250376219,3.45753328620715,3.10532091642044,5.65832115848816,4.84727478757424,5.49907546277172,2.94952107323202,3.33373017538341,4.18778969802662,4.06808170029087,5.40081244829292,5.39398824319029,4.38249876279487,5.26954664465299,3.81372496742138,3.81304941062428,3.89934967465393,6.03568837806167,4.24167588450872,2.0734547075553,5.77871294568657
"gene 530",5.14236895511796,2.96733790818707,4.95889769959199,3.91431594042212,4.3391768780115,3.45566377581686,5.19740021008233,3.4965059726192,5.60153837532974,5.26902134938178,3.80762329830094,5.69372292816774,4.71696959311274,4.45444679412509,5.41554176687922,2.84841024023106,3.56704372168096,7.93306857090397,5.2548132952824,4.68621190690833,3.97841677483588,4.11747344009527,5.63842122436771,4.98497188725506,6.05358111144834,7.19392437324634,5.64104441513653,3.81395001421335,4.45659367005177,6.26276814102633
"gene 531",7.78696601520018,6.11373313212654,6.9163043743448,4.53270493274697,5.86219822735607,5.58268273779413,5.6103402138778,5.39349881724409,5.12622466702676,5.91694594982276,7.3594578043726,4.54772378733242,5.51135851484238,8.17515497772753,5.51046608578402,7.35262136388525,4.6526790175399,7.11007256548983,6.38108630434088,6.66890972673189,5.2444676721615,6.53455556508569,6.54941290913924,6.05983085351874,6.01106293524816,4.71268294355263,6.34396968185552,8.09785190309774,5.56473096902818,5.46575418848273
"gene 532",4.59284643644111,5.19314480637443,3.07810582104164,5.57293881301406,4.93616340073195,5.83198767132498,6.04558783061284,5.09960412306176,8.10970030075402,4.11212586107189,2.8977883057211,9.09617030285861,8.38836264417899,8.36948488712637,6.58332709025364,6.48806095509299,7.79036769078399,7.22329960936411,6.93685286314947,8.03165785963375,5.20053126459085,3.58868961829518,4.62697995848541,5.83092150109086,5.14625701708029,6.73971243682031,3.9724288155487,7.1038041581814,2.87540770214639,5.87660991904215
"gene 533",3.14443086313154,3.00822962491418,6.64789873299898,4.28866089756828,4.32791818961222,3.63091750805476,6.27285230504141,3.39230385106595,4.48019212229044,3.46590047823318,5.95398176130787,6.48453796577863,4.34965581750275,5.73873116448612,7.20089453643738,5.15102131209092,6.23413805324558,6.90128488771739,4.04284389546308,6.49674534202432,4.12466866020627,3.16417759535801,2.95657986952338,4.1616533167618,3.971646690434,4.92662687872206,2.27650894397681,4.22604437959254,2.84383307224776,7.40749807051688
"gene 534",2.7908626574338,4.68192506310407,3.94691344877121,2.45982235270826,4.4800311230858,2.24361121646156,3.73591226271271,4.54667882110959,2.23486386776338,3.9943521079194,3.82183338914377,8.00805847270545,6.08000557070442,7.85656084030198,2.7496810428266,3.54104709034098,7.15694263539333,4.17572450702725,7.14173494356324,7.51719397254712,3.50211116643463,2.95909100133412,7.117926881574,4.78997242269571,6.30770418972382,3.92278767472616,1.66960687574693,8.28375639072634,4.93139474719464,4.38838362396704
"gene 535",4.28506068432987,4.41663220895817,1.9966556713123,2.48292008053774,3.89840573430631,3.94616307519621,7.15319602509653,3.75735186980133,5.76239208629452,2.57510575186481,3.6267919251156,5.31555881588989,4.52253328636685,7.30957687216727,4.77961011791608,0.912957885513997,3.17575400550808,6.23411743330423,3.50926983459588,5.59530611050597,4.03745585925082,3.31733596713263,4.46448586090912,4.90152040356264,4.07482098802666,4.85708936564561,3.21287269491582,4.63687491843394,2.74711031366363,6.05318219709931
"gene 536",6.01725622624631,3.86675219167273,3.0395113117789,2.1624198876722,1.69522801251313,4.88259372282663,4.09476514302,3.47479089749924,4.69672444663241,3.13416129646498,3.71483640579621,5.25534318450895,2.10721577370693,3.75422917028911,4.52490988641354,3.1177187077994,4.03724373369572,5.61546451180522,3.07841008196935,3.35645844027584,4.21021490198831,4.38219282708452,4.06344539674455,3.18260110535044,3.80066448582209,5.76306990718306,4.31616067495935,6.60524166534537,5.47419598975211,6.88742298364334
"gene 537",2.0165195939909,1.97382719137533,3.43285665280413,2.85661929675757,4.9734107081675,2.86282297679491,5.83726459744719,2.48621809645712,4.97966132703799,3.27331463413356,2.93439914641494,6.13601422921223,4.56136258296225,7.718990945808,6.82128335481099,3.51537697522641,3.65675951862372,6.61661765664148,5.36855241151092,6.14478677093251,2.96804415640776,4.09880206984646,4.08978644576485,4.67177706627155,2.14799602968969,5.52351749013117,3.62050396664269,6.63850983782137,5.14887094200558,5.53777958480543
"gene 538",5.55608815318034,2.85654730525104,2.36097677073155,4.24462042461214,3.72654796434383,2.60748649137568,6.13861187900706,2.44062626436003,5.37913751960153,1.70296468441835,1.61318057796018,6.02056891934929,5.24160914812577,4.58279981802636,3.68361701436295,3.06525513079052,4.76692396320831,4.47271492917567,4.43163361957581,4.63418829650056,4.82450892133155,2.59976417978184,1.79856512933702,2.1117542537392,3.91954360902094,5.72733327637322,2.55466761633627,4.6395171067365,4.46848782928369,6.47072753316391
"gene 539",3.7726143493059,3.55752122109385,1.92151713192852,2.61348191460216,3.37417205576819,5.98518123088998,6.27602624448849,3.00868739709202,4.14825509607343,3.39805623060724,5.55221110763133,5.17538158819764,4.05848487439377,4.22546830886951,4.28065502952571,4.38055171019192,3.80930704516437,5.38756609025088,5.06400570863527,4.85126531580302,3.16407782375588,1.88220309802996,4.53939500122181,3.66780426349274,3.90066451120824,4.06511644443493,4.34230614178386,5.82574178791615,3.51528324452446,6.22733280952938
"gene 540",5.08060807424711,7.07107861613211,5.10159152000586,3.3928725805016,6.08771197305413,4.58794045144878,7.05843471502456,4.89515356072404,3.3027161026161,3.9399082739333,4.98128484191256,6.7274032573872,6.3088083785693,4.90176278950598,6.48306761507825,6.31778802646163,5.16711615142037,3.67036583051602,6.37698890337691,4.75092704483402,5.52820291329305,6.51661806653842,7.25046015418764,6.11618783528907,3.93404511526745,7.42329580758042,6.14496682927754,5.27807238879975,5.25213593681307,5.46295581372423
"gene 541",5.59441150183743,1.75460649173391,3.76265146817138,2.59162529345861,2.7801032081184,3.81678885589376,5.30773328707643,3.6385340611104,5.63341999278451,2.87770565049378,2.30893862991526,3.19025957673654,4.18976858974902,4.58493923523922,5.91157310311356,2.86144127056673,3.89278090920656,5.91518220587337,2.82532596759373,6.38018345721211,4.04640886142459,3.78349057131948,1.99530330232889,2.80524780252877,2.74502854084183,5.36480870989136,4.69827952692655,5.32656181003785,1.32333647350509,5.07115829859278
"gene 542",4.78747010182151,4.16408696425172,4.25247894822848,3.54853097420294,4.40954838182615,4.08767769354532,4.01080835680759,3.93077826939629,4.1600548940095,4.36537376074269,3.74113225923892,4.17709999985316,2.65831807391415,4.44179762940352,5.54278884578758,4.14059393889514,2.79997407430903,5.23293910564863,3.81293970508818,5.18469530624253,4.30585655749402,4.37477896078991,3.43626889875371,4.79894433756341,5.49610718161533,2.73385492014209,4.110947471419,5.66828834668611,3.88264716354817,4.95231127160558
"gene 543",4.64153650101775,4.08432897949194,4.0661420442119,4.84391469555841,7.19298292492786,5.94959191367155,5.52173019070892,4.71604852246431,4.66092612311112,5.58796006898113,6.42768646821358,8.09252857487535,5.26881699088198,5.49903231352821,4.77770841627834,5.51937878852041,6.82838321518048,4.32226277791807,6.96101526414896,4.90366184720552,6.21893289043342,4.11941312826679,5.54826312366527,6.75763369398689,6.105864552095,6.38987211768642,5.56596922674624,6.62305237258357,5.46890455094895,6.54341982260457
"gene 544",4.67864729810363,6.30709312759896,4.01652012230046,6.76039786189924,6.45772179162604,3.0846653648026,6.41915405758001,5.83863163514697,4.85365776348306,4.01566949947698,6.68675542011358,5.18473004984071,5.1675811573429,6.49094541974576,5.723943703228,5.16943231117822,4.22731244885231,8.37032224235945,5.97805409289667,5.78406924892369,5.742222881614,5.37502093844999,7.21253344012138,5.81378983240619,4.36290492654281,5.73039053292819,4.66048482388046,5.31194141111625,5.79413008326696,4.82954984553873
"gene 545",5.00438412270109,4.6982774163136,6.82006045127488,5.71823667524367,5.58984776284548,6.94853428691779,6.52901250267356,5.64227802935279,6.27446612585442,5.74683996347205,5.42797899595716,6.98913466581736,5.41869105513931,6.04836039494823,5.18549243969586,4.31773279540723,5.28356743284147,4.94221834189102,6.14237920516467,6.51296630167781,4.56658033285641,4.74006293106067,4.17172251581159,5.59628906892263,5.74049269781861,4.43287280503017,5.38455801419888,6.60991072772384,5.02597503524877,5.53450067370692
"gene 546",3.23000648564656,4.19170356300744,2.88209767602298,6.11806407294811,4.0592550169803,3.26150589823803,5.16625973265313,3.47416902865945,3.51911040963423,0.690557511234382,4.87681865670053,3.26376864981689,5.34604427948133,6.74653929501453,2.33565235433869,4.44384569278405,3.93279262515913,4.34728270994959,6.02863363019757,5.2458088370194,3.83502985028758,3.1604151712909,4.66539348338439,4.03019572924586,4.66634744581475,7.30481263480888,4.61205010362329,7.18553997122501,4.04034993920519,6.09500681627546
"gene 547",2.55996039202169,1.46892364791711,1.49558752903744,1.95574536830861,3.08245498484659,1.44664809767337,6.07138009272124,3.27455819580473,6.51800694604871,1.50523304851235,1.95208251628821,4.83454193416755,4.25186202211912,5.97154904512525,4.4846802912436,2.84132908983435,6.56441492726745,5.16921982031437,3.94726126628613,5.33858269671641,4.2804908419125,1.34789008392883,3.98308613605347,1.43644683083668,3.46477551622909,3.58740367218558,1.67723223076724,3.89241625918097,1.64656805516016,6.69645816034476
"gene 548",4.29164339585544,2.41300210710788,4.38977769563809,4.66217471581814,6.52469980086682,3.80516710014065,8.15983920317526,3.96797474107296,3.40046161204225,4.39331055789041,2.81062359970949,6.40424238175734,6.36141977586405,4.21104282076234,3.92801374804452,6.02062908358262,7.43694153158119,5.19508680782592,4.32080982931886,7.22594964047192,5.03148856993937,1.96143898951193,5.41576420485926,4.58162215704138,4.25538194653805,5.26596021788263,3.74128847004888,5.91541036917341,4.17541562865987,6.01043035855028
"gene 549",4.00139372442189,4.41358992510896,3.08302915398902,4.7378159682487,5.83649549919963,3.53461753761264,7.01271094955787,7.09889872910667,5.6817420032465,4.86621262309937,5.82285430078177,9.26064971906911,4.25587786264782,7.39334395662536,5.69068852480826,5.68637294892571,8.70067404046653,6.40141637686813,6.7851439875045,7.41879713063808,4.28365971045495,3.62726151375373,8.04427420988944,5.54534377617318,5.04836914911482,5.488165242613,5.36540855736193,5.92346860064127,5.12894376044695,8.25501042773968
"gene 550",5.78265478985654,5.01986763775884,1.93255346454975,4.54460185600048,3.93823921099974,4.13668342232689,4.48899804418711,4.30479274646063,6.50502546022188,3.13159787567706,2.69838739097338,4.02165344943543,2.45722032464168,5.8003577372803,4.1590666261085,4.72833065364419,5.71788719450627,5.55081099952366,5.6437256018555,4.79708925435323,4.3977720219161,5.02301861541409,4.96797839062033,3.4271978930169,3.87662686374184,4.26524277816661,3.25332125555704,3.31887542559061,2.71109684722883,5.1987403321066
"gene 551",4.34999328300468,5.54444756061556,5.48262063220745,3.9567493392185,5.20597158029475,4.16639878744377,7.65363108079072,5.79383809169613,5.14119743548362,4.15044404964058,6.12554944093622,5.46609867436231,6.59010953425735,6.27023747279275,7.1824197018575,4.29494445669549,4.61919974133354,4.93952374922665,5.46913415774512,6.0041956359812,4.45270375360185,5.76945577660524,5.96107995574312,3.66899138763939,4.22722049847627,4.26672327450828,4.28082332975427,4.62294791825492,4.17651285245146,6.12529931302948
"gene 552",6.05894201557341,3.45988043977746,4.41802935762766,3.78553597468051,3.13944302776493,4.96433163584947,5.27957378890812,3.09815720291364,6.1846278824314,5.63652794113937,2.8148355026683,3.87162988958114,5.84842604641606,6.86544804955093,6.89344832014082,4.39287802478495,4.52576768089358,4.2963329566556,3.36134157607737,4.23292201501875,5.49256327438347,4.37278198363831,4.83482410059324,3.70662294827275,4.20352991671304,5.78762591764547,4.87897303123796,4.66491205923216,1.61134684170462,8.11187060125275
"gene 553",4.32177876894137,4.87388838969103,4.04105079273068,4.76180530501896,5.25446249844504,4.76755147369295,6.13176486135655,2.89343519615259,4.31137333681183,3.54857804949967,2.91846564590966,9.02612070159948,5.85221283203135,6.7970834326791,5.64276277866361,3.37502140691739,6.62567115076225,5.85159496196994,5.43137823004279,7.11805920091922,4.70659623096046,3.58973161080596,3.58010421806209,6.01851685535631,4.55031692799609,5.40595117403844,3.87356722143653,7.15958255797199,3.59500068363187,6.23421961323751
"gene 554",5.95217848106395,4.20418395425849,4.88109165989197,3.38254326330345,4.33839950727103,4.32605616661104,5.85671953716569,4.74122174211144,6.52828236466581,5.79321264646137,4.31298022502053,7.50078056655828,5.55949808886923,6.11442899809949,6.49326710481767,5.91311761345629,5.50789166922945,6.37785206685509,6.19208139448937,6.70740923942764,6.38080694368351,4.8927674629467,5.26229443329581,5.92298350743606,3.34059471498314,6.24221842509801,3.69755435531691,6.36992888073744,3.17725905166556,5.78226502665918
"gene 555",3.03504297140502,4.01293084839209,2.03325187839878,2.95024318078887,4.29463303029357,4.22028514330815,5.40819771255722,4.54761365336164,3.29647541279203,3.36890692664276,2.26863643743893,6.73791256981938,2.47606783513688,5.87980702369748,4.01458503819182,4.96542492300134,5.87140882961904,4.79694753584002,6.2275084997329,6.25710369111158,2.43524609597715,2.81089302885133,5.26361775370901,5.26579718400251,3.88250788717835,2.76354303660724,1.30924175062961,6.51886656079742,4.19430495288639,7.60413776557086
"gene 556",7.2753187354707,4.89660154840697,4.86238998775463,4.08951622769684,5.82765488975579,4.31064772534687,6.09939029496537,5.14737478499944,5.12373146485549,5.32723781927337,4.67947146961255,6.81742318684565,7.15612066810007,8.57625041874269,5.74861311640949,5.92225617342996,6.08194804930583,5.40427729155976,6.76664162436659,5.15287375464904,5.15518865667782,5.76420776301714,4.96694161345862,6.58516145880887,6.46084638555315,6.1582031735085,4.99899696888914,5.71441969824483,6.45842355639612,5.25142707638186
"gene 557",5.25507013072197,3.55142841301658,4.48041560397222,4.8258772272615,5.6433730520242,2.69979484786745,6.61976534090326,5.46107125764221,5.57295773548022,3.19533171346832,3.99239669375871,8.80804657820939,7.55389380515093,6.62204568025545,5.86415557894705,6.44325334908059,7.77700444424356,5.27416330913901,7.86564900365878,7.64062969788621,3.70094163940489,3.76464203769688,6.56602440562927,5.03077594913762,5.16855095564199,4.89091734034731,3.17259100987826,6.01193998332431,7.43529372482639,6.95194814814921
"gene 558",3.53940641086076,3.43849150243885,1.971396396165,4.93002380754737,3.50546429250609,3.73805249851547,5.87161023413554,2.23116464926806,6.28267141466922,4.15061357602636,3.06195602807427,3.75168183550064,6.4512827685537,4.17709735142906,7.04739985797713,2.53529423302554,5.60571998552861,6.66297806055887,3.05484863930381,5.35223829721579,5.55812031931844,3.45437922461125,2.52759369138048,2.92376402777074,1.69957724018436,4.0638946298654,4.29236985436255,5.16239261349032,3.29028222477266,5.63687569791602
"gene 559",5.35214131485579,2.59973213362456,2.87039639966883,3.84100377938015,3.56659689692591,3.56916000766539,5.31974183710028,4.52358521327185,3.77257574485549,1.14752916317744,1.28139477929708,4.99721685968678,5.19399233920044,3.68672964817223,5.50669119108172,3.7172247852059,3.84423770201283,6.20728590306107,5.19895659674923,3.98596097567752,5.11623970310664,1.37954075202343,3.33331178720168,2.74619516022786,4.22047387420581,4.07657394908538,2.66015453915052,3.7994468165997,2.5169872653735,4.82177082459358
"gene 560",4.64496388964616,5.75539360841864,2.25271475344613,4.324961201863,3.59996042727151,4.49237372895477,7.48130359092926,4.82651070759745,5.39444985681086,4.39111160805266,3.29981257565854,7.18416458375278,4.27549977513429,4.73969682676799,6.61139841934818,6.82551628372249,5.88671237068924,6.91758974362912,7.19448968422724,7.80720021583991,4.19197343729715,4.61472130064593,5.11368571734511,5.4799271885795,5.06686024633879,5.55139429662261,3.77215158923325,7.39571059197681,6.41660968777104,8.02948489438234
"gene 561",2.40280891309964,3.90142117377313,2.79866651556789,3.10849759274894,4.74411020763522,2.92792687153294,4.77724459907258,4.85747368970841,1.91474141857487,1.84988135482685,1.64514124011158,6.23576720599095,4.51294092423907,4.53850531239117,5.10224646472172,3.81008073239495,5.94906748512005,5.25195449323535,4.09259191458227,4.16021963531937,1.74664058631382,0.342611301336734,3.1579659579956,3.95680219784335,4.10410258637269,4.8633972838532,3.5656400310638,4.73045615950756,4.66636351375168,4.81693130332738
"gene 562",7.05825544309942,4.67801192898936,4.81447651757115,8.11991008576963,5.37244569908928,6.97640519667185,4.90571404029864,4.92020676308962,6.51279200834114,6.55376850807736,6.76225207555325,5.99539351272091,9.43615586862212,5.88562383662194,5.14583000360857,5.5770800899455,7.14333726499342,5.52365063623739,5.57911163321242,5.6805613654529,5.04012547103681,5.74608331701053,5.89150951724866,6.01214534896201,6.22571621649761,7.30664901544672,6.01168298478152,4.71768017869191,5.98340037619678,7.42976385631189
"gene 563",6.13439196307671,6.16822929571962,4.24580287723152,6.60909900257009,5.71564565451301,4.36736365851191,7.61149763898048,5.75568000035664,7.01813713822063,3.25032771661788,5.4637084711538,5.75579332443637,5.53218506133942,5.84059879235175,6.3018288296344,3.93143543658386,4.65290723023775,5.84259544971862,4.69561851617682,4.77623113759114,6.4995068096249,4.75909763655884,5.16116878114297,6.46594275114844,4.54978210989825,5.55364487146554,5.55667100848316,5.18992406788786,3.96814805934008,5.4785834942471
"gene 564",4.65521063979314,4.83756188783423,3.91668736373942,1.99084296878088,5.36012646834124,1.30680438251051,5.70888671940337,4.13809151427398,4.18940222176174,3.73916292828915,3.36175893808601,3.19159389619223,6.23076839174765,4.58451164019555,6.70225627954261,2.01773163098862,5.25103985095638,5.15822496916135,2.83820118766666,4.68146500549221,2.57225364501564,2.40555439176855,2.6334254300045,3.7328396652819,3.84324545437017,6.10688528914311,3.11665033942261,3.98306723181808,4.46045834998966,6.045272605324
"gene 565",4.7918571548409,2.68756701556527,3.82835324942208,2.33215474204092,3.47266168444405,3.05317361944184,6.4831193276208,3.96493219334204,3.59146372039314,1.97103097135326,4.71396712812674,6.5071728192216,4.91704492128013,5.75299662053529,3.24251122556764,4.43939686861049,6.31349521714388,5.15880302480407,4.6614089550853,5.98105392650178,3.70332049779513,5.55860004804486,5.31707015748188,4.39442385108627,2.12930830809837,2.85781037936734,3.54194364347303,6.45302365264249,3.768885670931,5.24169689279266
"gene 566",4.8528039994008,4.88384354579389,2.76305872457075,2.94973649491425,2.33806335853505,4.35665354251937,5.76800933410482,3.45597404481239,4.47222826531336,3.7738762031005,3.20335150973678,3.76533967387263,4.97078788147867,4.15225966958002,6.99526537567033,3.80380271657029,2.67732624956045,4.47997416486037,4.88716559674883,5.19010115143811,4.51328574499067,3.80816238400624,2.56193736188711,3.51439336917532,2.35908632723241,5.77796642668093,4.16534184470716,3.39123968334699,3.14657702478751,4.94016105686097
"gene 567",5.79692514212848,8.42380648842784,5.09798022846496,5.80084070423523,6.26712322360149,6.05553132314079,5.80644116291374,7.36903287105688,6.28858000139421,5.96678309733181,7.36526347611893,6.10388614613151,5.97284594763719,5.81492107074363,5.96130807413417,6.54612781119462,4.94997107002504,7.38422124075429,6.36372180028885,6.04567894117748,6.00748670291946,5.62966004071995,5.20953154753049,5.58949608322683,4.54165931302943,4.96898621766462,4.97121025905536,5.96646665325821,7.55193271935407,6.10994109779631
"gene 568",3.64781109773452,5.71003994465309,4.70163343643295,3.08247940209569,4.49917386506409,4.58738467127552,5.36928106448459,2.41159554060376,3.57436514454949,4.37339601294127,2.71943190395751,4.91765420113472,5.08923144838281,6.0282110498417,4.5926549585063,6.8425104104536,7.36277371116602,4.77633224826397,6.53209191593679,6.72682132258103,3.83620079362522,3.25828034472237,6.69143289713313,5.07098934766712,3.59097670267885,5.78216760687569,5.65819708757671,7.61350381034571,5.83787459701512,6.01339094057329
"gene 569",4.33268860801776,2.9530366861737,4.02340075009489,2.68534101637071,2.23689553320544,4.02918941835589,4.03359568289244,4.17489015192683,5.1346173557437,1.93328364185361,2.73783521862527,5.23916727862897,4.25230245991476,4.36234520509269,1.53132686947834,2.12530495353493,4.40927591177031,4.03521172853286,4.96776357676147,3.69544057294166,5.35880537162259,3.51866273766971,2.88748974153544,4.76130163976409,4.0555728422499,5.51507011022999,4.16301514486684,4.86639491970207,1.98755404867187,6.28730951488087
"gene 570",4.02543505529668,2.03778095573742,2.35316049960317,2.92427228425572,2.99297463898342,4.54911265836448,8.03533839709948,1.34190930107848,2.63999986467531,2.64834509187452,1.95078836058324,4.57597625384648,5.25986248646879,7.23377751476833,5.82649365857333,4.43661461108363,5.94352636139845,6.31129287140927,4.89157321960923,6.95599783701733,4.66706617532669,1.17787207037795,3.25650365693246,4.10321249957188,2.26793886153541,2.22217512049347,3.84737082561849,3.62557050138218,1.58857394104671,6.67295259116266
"gene 571",4.5871318040953,4.14308472686705,2.83704073678439,3.79722129279154,2.75359924050485,2.60059590821291,7.56827504319964,3.26885096418267,5.60784232106775,1.85553851160355,2.64292529819684,5.48863905513465,6.62262346265167,5.7056224668727,8.37766208554063,2.24075899144538,3.59483400299329,7.48221861427502,4.10896065086073,4.23527961930994,5.57741106869318,5.01358296612686,0.663692003419629,4.11533473666643,1.9130984408023,6.30130129590564,2.99407954843004,5.47919004598892,2.09316041751349,6.2775643788838
"gene 572",7.67198855119339,6.59143149779486,5.53484446518282,4.3141613250556,5.01960220133272,6.18451365247836,5.88746146111277,5.29371706743249,5.26048898806076,7.68538345763148,5.02182932612426,4.37725161613125,6.03018240831158,7.79922667871049,6.67289524497354,6.70227614153933,5.45927173290359,5.54306600861068,6.30542622330188,6.13818679872506,6.0833694221328,6.58445446178859,4.57176155658318,6.71875164224448,6.12354187153111,7.41314979331885,5.75123513444137,5.51539613868968,7.65851786331821,7.28416798079791
"gene 573",4.54485683589588,3.60995392820681,4.15677145127363,4.18093271405775,2.63734008815295,5.02950648103438,7.72173617658045,3.07480274151368,3.59552097705135,2.79229350150633,4.09176685856056,6.17208383760264,5.1267456667737,5.77710744220713,6.33987538986815,3.58423993699194,5.30756867149135,6.40958648788386,2.64117999083214,7.03442320909401,4.92567167357428,4.12511837013288,4.67212111821953,3.99596078404082,1.50640407443117,6.84337942228937,4.34407557369991,6.72814318193092,2.10488701265158,7.03936204622569
"gene 574",4.20588689021094,3.15225147225235,6.16721123200886,4.00603203273818,4.58616617151637,4.73488806429794,4.32149985642034,5.361168793453,4.79343749548338,2.10651297666022,3.93391098319456,7.70223866444076,3.48136677790959,6.60996797922095,5.43433589784894,6.13840245127215,7.12217762746769,6.5396101738597,4.75444323778649,7.39294390478742,3.63947889498595,6.74478664307231,5.22296971147911,5.6566892510444,1.673140620491,4.53926252166217,4.81606662946775,10.3374696257581,3.60296132934487,5.77216095848709
"gene 575",5.50524858633627,3.68574937707493,3.36065478076856,4.0707820584098,4.38852992844399,4.48495964827279,7.65176777050756,4.71076558337858,4.92882611861708,3.97622108806325,2.59907120548325,5.87562139733032,4.36729763549762,7.19509324057672,5.35594829178979,3.20764533528061,6.82287888148211,8.03487278302423,5.6256494196648,7.28580166043195,5.82477171416023,5.70317165410945,2.27956120155926,3.68223471007031,2.37929182002165,5.56676141658366,5.62144604976053,5.35094428154572,2.36310505164541,7.64813601207752
"gene 576",3.66294651865819,3.7347127846524,4.07258508740916,4.46234880761764,3.40502905919708,4.92844610445427,7.45642544393971,3.92622356577707,2.89330543980976,2.7910997447082,5.0876258410929,6.32778470669666,6.31650757780132,8.92712235501754,7.44075393638967,3.74688355556937,6.77309769259278,6.05274683945455,6.48114826916532,5.6984902550713,3.24357185434456,5.09774111755902,4.38228545899884,5.22883746367093,6.07417939008416,7.01700232593331,4.74207699717611,7.91502677548567,3.65654364843162,6.50919628391699
"gene 577",5.47200089150694,4.86248801086803,2.72813156146134,5.27989588194109,4.44443723111527,3.46954984894705,4.6239052135945,3.30027235139211,5.4458966454959,4.58257880968165,5.59183275458536,7.6751848684976,5.1597060873911,6.00078180858767,5.14414137772396,5.76303106400523,3.90995116353767,5.79221972522104,7.75257565629922,6.57026061587323,6.35224507523782,6.58611119160245,5.54233783880726,4.16476853773352,4.30032810651928,5.33246352768235,5.60928995410801,4.64063238071478,5.17211627301064,4.78036241797527
