"","gII_1","gII_2","gII_3","gII_4","gII_5","gII_6","gII_7","gII_8","gII_9","gII_10","gII_11","gII_12","gII_13","gII_14","gII_15","gII_16","gII_17","gII_18","gII_19","gII_20","gII_21","gII_22","gII_23","gII_24","gII_25","gII_26","gII_27","gII_28","gII_29","gII_30"
"gene 489",4.85236389164406,6.23373578648173,4.92644412380739,3.94127108464414,6.01973706064551,4.12898952803139,4.60384017145405,6.09451399488949,6.53032510991886,6.73265171373671,4.54146184567413,4.10077082290392,6.35859593622051,3.67296101109558,5.7909658633449,4.66416748690552,4.70425626655799,3.53197108086878,4.18932150438042,5.27741406567681,3.80436373022778,4.44492941861675,3.34073816389392,4.74770528466848,4.91066649533546,6.09018355636501,5.85706519133181,5.01379924559807,6.22238023635601,7.05897793835479
"gene 490",4.02263950014458,2.09093430439362,1.89457389179387,2.1564558363012,5.87017740331597,7.27708274149386,4.58497425337865,5.56525685090555,3.63805480808538,4.85284700032472,3.39023198252546,2.95032022371805,3.77295714827048,2.46940522649159,3.20660577286734,2.4604114504034,2.44751856868537,3.93716850128596,7.13889290972871,6.82281309508208,3.06309683248175,3.15686794893087,7.2146963693432,3.67892774770022,2.02057352573594,4.58955302230217,2.84419891896425,3.68329427706043,6.35593536963829,2.76377684587963
"gene 491",8.54575257365816,4.68950402375251,5.90101062976391,4.07573390501338,5.32185265435003,4.71964772611294,5.17088336425652,0.87790412317246,3.1683828496218,5.55111204172307,7.81338938741465,6.31176988862597,5.8582820849006,2.92500630014781,8.20450816280902,2.83293094639478,7.32360543243786,2.80438228162207,3.90759153211095,5.91561825228184,3.68425235140169,6.27833142814311,3.28338534496545,6.13534649748858,5.21728190279565,2.53910889292508,2.85936074937552,5.49813121752311,4.67942014165661,3.48445629159877
"gene 492",4.05429997420548,2.18795772613778,3.96928976311735,2.83722292697275,7.22811376792858,5.63816426560481,6.25683108111661,2.67523274964807,2.37741486833853,4.92706848971916,3.47329721014149,6.14108542901392,4.3214870060239,1.94459461209738,5.13440285829933,3.2598269872743,6.27147445793866,0.900596592248762,6.70241575021461,5.12508746226369,2.0403075517584,2.59436734967496,4.83415526239075,5.99898466889443,0.765485225442585,4.57395355834165,4.308845477772,4.1487790179285,3.6321410860372,3.18933496148246
"gene 493",6.11514119449543,4.91918874478061,2.10249502824426,4.5362942075031,6.9276673649673,7.15144451640548,6.86183006052924,4.72509173160971,2.84349524711262,4.81817280728015,4.33055314718752,5.65331111224405,6.65700924127433,3.66435883845333,7.82450515370196,4.36707969732482,7.91056421741446,4.35112925011933,7.81182146224889,7.85387824644619,0.674881984860463,3.93331468637588,5.73579748993944,6.03362884075359,3.80385128424607,4.80653431178571,4.28912624221016,4.51864241364012,6.209170513466,2.81716977349076
"gene 494",5.85804948022043,2.74339769574701,4.8215143950225,4.25194411362133,6.51306060591047,6.33674225111803,5.75377980457882,3.68720657756074,2.82681506405132,4.43110527339333,5.73607918374553,5.04025836069626,6.7708756626232,3.16188222084364,6.37220181681713,4.48413631592719,6.08136645378772,3.68479211615918,5.40119774731578,7.25616165807629,4.12913558337589,5.53715328309179,3.86663701024605,5.25564283542752,6.20930252340819,4.72664190396772,3.72882233255734,4.85139740094776,3.7474395949509,5.06653670578848
"gene 495",4.89779275961586,2.51199558106998,2.64728091985967,2.02029993679533,5.28312772859613,5.45741382886522,6.85874927077847,2.88553970724111,1.78147516271641,5.04051810886109,4.44270895921991,5.85327237559382,5.31028881022514,3.93178792588845,3.76268281069543,3.42896317390011,4.74238334084041,2.8010107812892,8.03906369096768,6.60478777287842,3.38165769579188,4.58504186135403,5.29347914007123,5.27020394670003,3.75976840478441,3.15440906645133,3.1204104492262,4.2463559910831,4.57545614118083,3.83416777865643
"gene 496",6.78757323333972,4.10401752208096,6.69195839977281,4.38633498217963,5.68171207208001,6.20312634292366,5.64511909984266,3.99771106626254,5.00566982023244,6.10956698918672,5.4042348901463,5.65008376914353,6.48295488584921,4.31652238309615,6.03036774863788,4.06664561903037,5.08870944012711,2.92041569328718,7.27250499595138,6.91634370194239,4.72808088951943,5.97833998188744,5.88083319459726,7.81461541401852,5.64517143597409,4.73959648718172,4.32421401589491,4.60113570451419,4.99842377033327,2.92776361034641
"gene 497",5.75348161794946,3.22385274169673,3.53654325580554,3.9800565883706,4.21981463471189,6.29649873880186,5.79306533170827,3.92756767837543,2.95116379613319,7.24751574146462,5.41386417368942,5.35484383427096,6.78787805415756,3.89749818202733,6.89801545737139,3.58045566578819,5.46738684762495,5.43356681285364,6.24753728486964,5.51394370766411,4.05505629879668,5.20178771950018,4.96727798530524,5.26620338702701,3.94287855356946,3.11274632315965,2.34213444963531,3.93501332451086,4.31671873391493,5.40074450054671
"gene 498",3.30951268430497,4.16038001144666,4.72489819739523,4.74823977925182,2.78555488237547,4.22152359839463,3.52628546699782,3.70168394100718,4.15555594402706,3.43259324294944,4.46003150109859,4.77130652674136,3.62564593972102,1.32316948271131,4.30264770829178,2.98095141826627,3.25692598230608,3.9537368998667,3.73881531249577,3.97437016371034,3.79724722777733,5.12462487531655,2.90880142227336,6.42193397014915,4.82544755067562,4.01641347919478,4.98294118089019,5.90080898161556,3.89810694591495,5.02859727853773
"gene 499",3.47035205397727,4.92886803726941,4.1439215955938,3.82236652679976,4.3321472800853,3.97880254591899,2.87149832396332,1.97193715404364,4.44802985739553,5.83486619019965,3.30738657478331,5.36209232235424,5.21603567797161,5.5383513198401,4.439406776693,4.4530937842582,5.8763506074454,4.93396162608035,3.55470381074103,4.37978132777433,4.61042612986788,5.35381638225605,3.92954338110332,5.26511863725745,5.52983913333173,4.21618775646384,5.81224038857053,5.97807275002417,4.2165125257698,5.50120650127177
"gene 500",6.12246355711076,4.81786528207174,4.27613067048922,4.07694298019129,6.33667788724696,5.06027360717253,5.62749078721026,4.53265361049208,4.26234484187248,6.19660222284086,5.5137379923709,7.11550518445576,6.97103267356191,3.98778072003305,5.95207120278858,2.29912514649736,7.34674428343366,1.81412402725381,6.93664819794647,7.87841010268854,1.37137297482113,6.76123859691293,5.36248443227085,6.87900525390892,4.26042993203038,3.65005324642985,4.30930978084478,6.25191522696104,4.82404205732824,2.45762000745463
"gene 501",3.57581979454425,3.78621007581789,4.08543652907961,3.43682404829262,4.98770280010807,5.17841643111957,4.26587773248463,5.12880597447224,3.23618502824128,4.44438635093262,3.80075472463707,2.04645413067829,3.9661311896745,1.72872681421507,5.62533570394898,4.6662041874007,4.10335518354854,2.57232238353662,5.21987387637617,5.4827484473542,3.16627558929901,4.035228274921,1.41387124914446,5.10711875637712,2.88959810426096,5.63362482905974,4.87462387017244,5.5690424619361,3.65536639655697,2.35967710583001
"gene 502",5.60615260611173,4.23508073416876,3.603103585692,2.71281638223487,7.90292677395507,7.06881025041177,6.97164549255435,4.8652694045032,3.47063789930213,5.28803501327991,4.00821831032963,5.00416452891608,6.99203406793443,4.50908070004154,4.89277390124915,3.9248022849622,7.6496140739104,3.44607690194725,5.23227584764916,7.52704004595296,5.17297311564113,5.03568839034749,5.45666177140646,5.4847109842603,4.03393706948944,5.35144624518369,3.6018687591449,4.03800345196469,5.20336215612102,3.21937558701822
"gene 503",7.40536652128733,5.99224690571796,3.95578257416477,4.31389497572705,7.47039305481906,7.04989165748647,5.11765819629373,4.27973847726557,7.11525401678563,6.2271537076394,4.58162881151765,7.32923903604687,5.36695351057763,5.31184668844099,6.20862003664209,4.80004435101363,5.70326113226187,4.47597399398094,5.74746624153132,4.71788238931256,6.15587440960197,4.44913647675104,5.49367369587119,6.05606704699619,3.63861441458025,6.50502714591618,6.03949384881478,5.08499399915147,5.56365850738301,5.35891677037786
"gene 504",3.69689403913457,5.26201904094179,3.70279700568935,8.07992389280673,8.47590593595253,7.39330620689232,7.96692834105767,4.76121479463606,5.39245472006831,4.37659798935771,3.79247739997899,5.50686961096753,6.66879538679712,4.03730269658399,5.81661608504995,4.85358352773399,4.35446501531275,5.06575589562171,6.45749964317588,8.22229302734794,4.28831055575279,4.25439969666067,5.82029041030099,3.06418758618768,3.37325630484274,7.56129439848405,5.15171552272085,4.43297324535736,7.70265403158504,4.10024121897672
"gene 505",5.27063053107416,3.71833069396405,5.62928961072728,6.57173909885259,6.49689121935026,7.56995363789109,6.22590729525444,5.27831470750043,5.19298478048628,5.52004334678717,6.55819768809699,6.4920373304557,6.27572616163853,3.96473878602216,5.63383781902377,4.70215398905171,6.13041215842462,5.27652084149501,6.36942452924955,4.81944537092357,4.84433283452802,2.62969528435607,4.54614106794355,6.33289773536211,6.93202862735249,5.15816863267734,5.52356864805946,5.17045312192982,4.85565730646431,5.27146110385434
"gene 506",7.14550604745492,3.38568132204958,4.75601067181272,2.24725787309838,6.7166780143975,7.16141950573782,7.70635159418387,3.52254973265458,1.69324439559764,7.11247679822633,5.0795191686804,4.3085450894766,6.21077988790429,3.02368226601825,6.57369478392871,3.68877166622244,6.11229574353839,4.10878708015251,7.57566071499416,7.6958915720992,3.09918979003023,3.2867450476189,5.26750126348841,5.7954356389142,2.87504436215192,4.64206535753546,1.35587008165058,4.99145481831388,7.05885989008944,5.39019573418954
"gene 507",7.25794151478257,4.71585422247432,3.98083114133214,2.69501326944651,6.43068496789337,5.63149287585714,8.28697623507604,5.75787616522113,2.52189267237835,5.791577463241,5.6813505073596,6.81841320287908,5.83255418541596,5.71964894853067,6.93147336838606,3.45037360526864,5.57753990507285,3.76141983059555,5.85735148192577,5.15262545325205,2.52596108693434,5.08176885217371,4.50149931666921,6.85676731010423,4.17094049908927,1.51671302607903,3.44711830283943,3.74324658483408,6.15041891184189,3.90750377448908
"gene 508",6.19748136641824,3.33640777974524,3.48016073757132,3.25359407518279,3.67055448788326,5.64879444157899,3.8713036981297,3.91072059500429,3.93357287014989,1.72912562149092,4.69020628983257,3.77261017188782,6.23006033334661,4.72381516573394,4.08833550929045,3.54694795980336,4.02822861640601,4.07031005403091,4.69511454561076,6.19209292380425,3.89713838064883,5.66112615927066,2.733110186332,5.88050578675495,4.38014762762317,4.64263481070495,5.30350283046546,2.93049223382637,5.09141058367177,6.12686567601025
"gene 509",3.77234775241007,4.05554926496018,4.53454687957882,3.94808750380215,5.33165749740905,5.00633696010659,5.27143056983445,3.81095831013928,2.71824780985931,3.99194916376211,3.62679612006352,3.97581277388802,5.84965578136472,2.91755780895156,3.29104921873947,4.49787509352908,5.80301516309967,5.68509425106644,6.33049417903484,4.30787861503326,2.17611553152575,4.61810859557481,3.86255628015922,4.11838257826808,2.64582054165392,3.844211183519,1.88901300157021,3.79291640382805,5.71824911299702,1.72948190317813
"gene 510",4.28748726655166,3.72192975526084,4.64488366982375,5.11926687390531,6.75438993633788,7.08693919112856,7.12361083348928,4.39623446670193,2.80146052962581,4.85250811716737,3.46216147218756,4.32283962862223,6.2125721735188,3.42449326595095,4.9039699825952,3.8317826897419,6.96518701870229,5.36653250978435,7.47309880389469,5.94718622726394,2.54772860251208,4.23642036781692,6.32978754221283,4.5646223111606,3.41653512243426,5.24445626552742,3.60620843383552,4.21920426193131,4.96558430468835,3.97275448336736
"gene 511",4.69205129548491,5.49303554699779,4.42588393561635,3.86557896458749,5.68944533532937,4.39739419489086,6.65587779040758,4.33071284328134,4.8846747575351,4.87569605525937,5.09603791525864,4.90140466535377,3.48703017917462,3.68523496429068,4.81107309429528,3.5271671788366,6.75068779402248,3.758350907357,5.1295739614175,6.59767716359039,4.83343456953201,4.56174836483159,5.49483680682132,5.14185750431625,3.31034805732002,3.22946497632085,5.83052747363422,4.61801437312028,5.70036143515333,4.89101993969942
"gene 512",6.43395357323584,3.86278491571069,5.46005610027658,5.60938104434511,5.35219563334598,6.92002570678923,5.74031134992317,6.06008226807065,5.15612076293584,6.22502020730302,4.09959685161809,6.0109941813713,6.8975761631533,5.58605326688849,5.26021486449201,5.74340009249964,5.88654317882831,6.24720770601829,5.01669231231305,6.8332209488166,4.55611581023272,5.59848745790693,4.83961735369771,4.69220567447858,5.12834457334682,4.77950811499609,4.75860117581509,5.13613070866269,6.30922912049863,4.58806031771268
"gene 513",4.54833050385135,6.11659696790941,3.76427276387664,4.60718006870666,6.80436204322249,6.74985728069127,6.48381133089622,5.01273202408999,5.56874968923014,4.74555748904159,4.34817576313248,3.63725889761243,8.42769802444114,3.64522283400165,5.15415650404988,5.95577717706428,4.6111306568042,4.78574476441269,4.91107217815335,7.11963646914674,4.2534807721594,6.40810517045041,7.91030579788205,4.61347717166898,5.84200911346411,5.90705728192771,5.66256556880809,5.01824233256292,5.54027277429741,4.45582078200523
"gene 514",6.81254716413212,2.5907905663671,5.94343203895618,4.15048525239961,6.84869064766557,4.95574856157822,7.01300936042249,3.89306224575607,4.58937081386345,4.09184490489941,6.01516177637088,7.45607149709205,5.17012694016944,5.56899776936735,6.65855565036632,1.51581222639272,3.83528729323533,5.67615954184893,5.87091094931094,4.83673468349345,2.87682824129548,4.26862568396108,5.53082444310563,4.72637289708637,4.88541788218728,2.17173597010217,2.52816416431295,4.97742690020127,5.44235463895759,5.90613040893413
"gene 515",3.61705332527047,5.04774128462521,4.29996783295284,6.02176904983001,3.48226679044701,5.44895907071233,4.05275686567977,3.32367358796885,6.66716942271007,5.94634822265928,4.58947506368309,5.17118988144694,4.94788635919755,5.7564250159887,5.81966810329707,6.15806829375904,5.37326808767678,4.70192775889826,4.89302522958149,6.13041589182201,6.32028918064282,5.49492178637866,6.4638109344759,4.31534491339325,3.82437594289752,5.63739472145689,4.85500046932577,4.14486074490316,3.77453247544068,4.06310752752238
"gene 516",5.06299784419275,6.72083422672179,6.02974754881715,6.35168811158627,6.0528673525322,5.45249536485048,4.83296669526786,5.07588316702044,5.02177302124964,4.87749371174886,4.62598006094313,4.20231412761993,3.81736673766752,3.72506370884397,5.65415370051118,4.48775645204134,5.68390243895543,4.03966416726186,4.89040645704749,7.16345381683429,5.24251510411427,4.38450324991398,5.90362817433755,4.00535570150984,5.54273801307658,6.64883805332425,3.8713809976311,5.31545917046788,6.74952589241908,3.95999873098041
"gene 517",4.7549985217243,5.20330746187921,4.70943022898397,6.96302163471936,6.46035964059188,5.03000052607647,6.48496473580144,8.08377132527334,3.88526804959691,3.0836742320398,5.12814246336463,5.03970879631911,6.65400058011884,3.36683761012996,5.63630152402599,5.15306139520716,5.04459491435624,5.71330904423343,9.11027142999457,8.00654425373921,3.42041396015342,4.91531846676796,6.3947614019447,5.96724658648123,5.14630680979307,7.12764069628598,4.76323052056133,6.1724771997695,7.90206448249678,4.54575560133747
"gene 518",4.56997019590662,3.27074730500975,3.48388203282927,2.24541050309649,4.32833024163819,5.38460892396016,6.55737924245568,3.45412884231835,3.27541283048373,5.24264586883152,5.37155958616194,4.69482922694979,6.15620916289392,2.66420351204679,6.6487154526274,2.3947071379925,6.11912778321856,2.31324807258259,7.07929561924978,4.74896771900647,4.7941890085301,4.15056570678782,6.3550355443614,4.90901360805377,3.46431654757415,4.03288893975739,2.13787041583272,5.70748250158322,4.9569477278607,3.45941564412416
"gene 519",5.12442767055881,4.72581069890669,4.64253312988172,4.79912545138602,4.01674607422914,5.96759266094328,5.34362744426571,5.9835617664918,4.09539645427995,5.77370978526391,5.09231566370524,5.26886352534385,6.78941572517242,3.16327611409679,6.15048844164503,4.1158082906375,4.84653833522391,4.5910884873824,5.9508450032929,6.58242667335286,4.41917360857314,4.92470936275623,6.16451186388888,5.08917093355963,5.00881240437329,5.06560534272456,4.35686390129477,5.22909496464729,4.67532103352869,3.93321707550002
"gene 520",4.77721428212037,2.76981106463851,4.94659798638303,5.86249635220696,2.75485272190451,5.25087322047007,2.64546059122674,2.45581054823779,5.51765882657243,5.83601997746837,3.44500948921961,4.84436620351994,3.21685961280111,3.13549188112315,4.53779934156418,4.71191230877828,4.31949294216777,5.33965277136645,4.93924678798869,5.17023721159135,4.21836374802805,4.62582474049052,3.01539802142876,5.67167298688235,3.45973507924057,4.78194894605287,4.4399394061172,5.33375435394717,3.74054032662126,4.52797729713912
"gene 521",5.57947266332976,5.37971705231208,5.65562637664766,6.04438284325476,7.1099839972661,7.10590371345695,9.06665648068579,5.6390644335457,4.38096034237417,5.51973632406912,6.16596518297648,6.75781428345871,7.07217872807774,3.74390319040942,4.20131929294113,4.80506855500289,5.97759018298704,3.70498955819281,6.94746108701753,7.28786214511211,3.87785460453411,4.28054594376884,6.61802702980899,8.5321350706905,5.30288647406751,5.64191041627105,5.58509805576652,4.83927894063836,5.88522138858521,4.71616430209457
"gene 522",5.84181717563336,3.70339238767951,4.34792782453063,3.76638743665515,6.99862414600633,5.74541819309546,6.09809659087354,3.47576240997702,4.45119259738335,4.37874929343771,3.86787964171918,6.35432090943489,6.65291105720744,3.15463064975999,3.0142863211854,3.7945827140004,4.89802722615964,2.33218885455927,5.66677634189227,5.0704182663109,2.8030627424775,4.18480764818243,4.91376958577821,3.61245782098093,4.57890482588401,5.81145056177517,3.84201452648628,3.38841082988001,4.65194187159251,4.21542694790624
"gene 523",7.23460319689625,4.06793845959649,5.02741554345157,5.8268352099329,6.76630672757396,7.3030730574563,6.80552545774623,4.70148938520749,3.7792256537845,5.44535890793227,4.6482737336898,5.75082974267123,5.78676516246804,6.06010457154602,5.9048905996618,4.14462307075463,6.2925095075017,4.06347639515196,6.27242702099754,6.57611316504502,3.31935954712031,5.29936534169591,7.14328101808221,4.45390496751037,6.01918156154807,5.73072790445965,3.90556717272759,5.01551146121589,8.17635848667949,2.61186319686973
"gene 524",3.28635063407603,3.09119134154666,5.45498599769494,4.747031964272,6.43694880528943,4.71670421652588,3.86726430013336,5.24979984356,4.13690314661214,4.21969824124002,4.39318510258481,3.69908783871541,4.50997730809397,3.81386964214089,4.84849597640739,5.01325423770099,5.01355511546086,4.30832687460705,4.86403697809511,4.6798059753769,5.40841038661721,4.60377248031051,3.11547081700352,4.50866072398925,3.77536081269617,2.62232849080862,3.80411310451779,3.87514782555444,5.46492020106531,3.72461557035961
"gene 525",5.99107637148528,3.40518764555033,3.80182277610336,2.0131081500618,3.42736982530121,3.98151284514163,4.44689796518788,4.07375941825118,4.09127572545865,4.01197330154375,3.83256535548672,3.47314093223536,2.85517800534057,3.11312233637814,6.03728553957534,5.23087992809202,6.90893231802689,4.67692044459601,4.96026464473879,7.49079592725995,4.02865954056241,2.5628217564926,2.87996049562154,6.01519420259001,4.44571841050331,4.69062423319491,3.98717755563677,5.82988686831841,2.37411933413757,3.65044825301852
"gene 526",6.22208848476063,2.35409517577742,3.12567093801426,4.117524543977,6.07786021284177,6.97153045218605,7.44500424524161,3.89805986441096,3.88194839439082,7.09460402241713,4.80865612199306,6.14651384159272,4.02209735773113,4.81682159688008,5.65832816013827,5.00407990651634,5.69399313627898,3.37444281634314,7.1518726713081,6.55806717650625,3.62286350086782,4.7842081926337,4.08133605368276,5.62307110639532,2.27837468859538,3.43494186855125,3.68691669454203,4.69056488630414,4.73391911797883,3.49482633182929
"gene 527",6.36224161596465,3.42245069846515,2.77980467371558,1.37340978132375,4.57157598245674,4.41335248129074,6.48357496096604,4.62304226113222,3.09852069619655,5.99822504944865,3.95110831626592,5.78178533654307,6.89402393268449,2.77775876924518,5.27855216880253,3.58249674791462,7.37380226813414,4.50759833630775,7.37987264368,6.75899325028629,2.39326094535387,3.10613881453938,4.7356439805724,4.00990020895157,3.28314643844907,5.37302020855035,3.06002632279248,4.31394393292715,3.9626472993346,1.81874634894392
"gene 528",5.44191886883823,1.8439597760296,4.91081290382646,3.41476782283257,7.14048197267428,5.41919414151014,6.31533860196151,2.66453353811297,3.65600126831422,5.37358153494456,2.82178559142908,2.20433877494996,5.30517757462455,1.13519774243199,3.93791129991973,2.26712757665249,5.64125845371982,2.34853937822024,7.0597834364108,7.27749737905834,3.58311258185826,3.5311043274763,4.15945774636455,5.83120022051041,2.61372677663967,5.04746973711143,4.80681901926133,2.18785913024167,5.84649769825678,1.9974491136027
"gene 529",4.81558124745648,4.85979922543336,4.33070152693019,3.75852324022959,6.56841899735778,6.41951671039235,7.15666088778869,4.88424845875015,3.54216785660298,4.57464633240666,6.61115683957031,3.73558486934492,4.81040744140732,3.19751256828628,6.37888717149362,2.84230979992811,6.85027207765947,4.64228545433753,6.29139990529841,6.07823542603038,4.60938357090433,4.77134339204047,4.5582588766258,6.7616832774641,4.95076166438099,4.21472676880774,3.69879593414877,4.81806285218796,5.0012086106781,5.29441595719343
"gene 530",7.39897583796333,4.16964813821686,4.3088857959087,2.0414671384405,6.31477037875076,6.39081150873825,6.38947486276549,4.18663990430884,2.74319244384763,6.51350182013497,7.26517182247605,6.42567291377654,5.61889139203925,3.55770312068434,7.39410320264287,3.6755326648224,8.32610016588476,1.90259314890506,6.0523202326404,9.25356453545476,2.60951412477145,6.15585021123467,5.49283568966503,5.96297421362768,2.62313513533916,4.85406165208605,2.10740028802067,5.50851224829237,4.31548772410972,2.72948640506178
"gene 531",5.25676334777249,7.7897736630312,7.4308723883223,6.11394272847668,6.25667767656606,4.21462256416439,4.76710551086627,5.68354563015259,7.31450215892068,5.56672872729317,4.90276360598813,5.83572826899013,7.44629996909462,4.86987586854311,5.8877258667566,7.10136886889974,5.84296194395162,4.97010757268237,6.58040351966132,5.72281010641387,4.71428475175864,6.14633073476146,5.31091405217835,6.23247982265389,5.92325722974429,4.43350511197121,5.43837923900027,5.21519623754418,7.07500020239501,4.37421297109151
"gene 532",5.49343871487577,5.4646146919426,1.98874043811984,4.40440292426457,7.08708676475245,7.70961261342065,7.37965256847453,3.03374932437365,4.22082513715083,4.29950503628294,2.39742351679148,1.57643505312222,6.29010851020583,3.89482431995612,4.16412861896454,2.30007047392821,4.90443087383263,5.19816163267143,8.79195070321066,6.46624245833167,3.96845622073708,2.52342312067181,5.90564097551766,5.06090707084066,4.70391137900571,5.38985546363247,3.35019240045328,2.67024601138605,6.55146558171589,2.65653919425013
"gene 533",7.29930183389182,4.68829757902276,4.56365823469208,3.95319406798207,7.1091027884955,6.80147554520513,5.37433021255136,5.14008533336962,3.13746384775327,5.90682924619194,5.45680662202738,6.14102399541399,8.71804802250843,2.60776001618506,4.53569979180807,2.92844699717143,6.07166108355233,2.93491185545668,7.26094795435791,5.68226933875468,3.31587202360977,4.41445589811667,5.85280509238106,4.03004192287479,3.01385155930039,6.21815797231382,5.51710533244192,6.05979625221254,7.29968699999008,3.52346187278436
"gene 534",6.25025350793201,2.77104138011072,4.88137983713975,5.78992225052083,5.07102414492993,4.23142400729656,3.96402822389572,4.76730627344784,4.59714765824698,5.40252786273921,3.54411012290548,3.5282408493456,6.61582957615482,3.66693941045496,4.55118245247444,3.00353075683862,5.78735067456513,3.39473964298102,5.55004054103795,5.087296483353,4.22536683980007,4.65366169628052,2.51689349603054,5.41265171195672,4.30134468376285,2.72284436506021,5.54359420608234,5.36187223711228,4.30161804881196,5.37162998605711
"gene 535",7.7318043687037,4.07435930308091,5.77464262058174,5.53808977406702,3.55746852470502,4.56955678025768,5.5016843665481,4.47341629005708,6.29732306706439,5.94572700219143,5.08288393622266,5.97965490760173,6.6833654192621,5.58475866317847,5.85119560460997,4.25598692405866,5.39943212360031,3.29256580204564,4.3981773846505,5.74684245547225,4.16217733376111,6.94888651449978,4.73629890286973,5.4934390726099,5.26933736164041,6.12477705529215,4.90193239011613,3.71262695795649,3.64006773676918,5.59365035429321
"gene 536",4.97727015877551,5.92138244554809,3.6258770712426,4.23079761441883,6.98809762795025,5.51493848874162,6.20030410964817,5.91262853017524,3.5563905293705,7.15169934889262,4.02538360772201,5.05067835878742,8.13080122122809,3.94954647008369,4.82727564956135,4.34889058272191,3.8563040138891,6.09951131239841,7.48426809188703,6.96606282938712,4.78436886382718,3.18596911438171,8.08683524406676,4.74845189233752,3.25359569335448,6.97488924112117,2.9409002613892,4.31181245159945,6.97848148093299,3.55809013252546
"gene 537",5.2017794311505,5.90050395957144,4.65801329679455,6.15072352112797,6.41127242134799,6.23695131614324,7.18092254567081,4.04014638149192,6.28469454184981,6.27432283016159,4.84108001558469,3.99164701483522,7.02257106836401,5.0139533015071,3.96776963975029,5.1922562743914,6.74335424957335,6.43677639857284,5.01816524716901,6.1892536535637,7.50135788610467,5.56137017836889,6.23025121254109,6.53866624551502,4.32249453495098,4.65867034119819,4.92927174730608,5.23365848481795,6.25314329751493,4.79110758234499
"gene 538",6.40179002953673,4.48906177784595,5.89678400485195,3.50461060250015,6.62820876059517,5.64299038253543,4.90687703676868,5.47140302496249,5.1403839450281,3.83252468533202,4.23224569941581,7.2276805986403,3.42114505221749,3.90966180630966,3.27577101374634,5.40287968638392,3.42339368227416,5.38536467066983,5.68322071265639,5.00361103124186,5.88814986016998,5.48816289148667,5.73374823884612,4.53138445349359,5.6085374849632,4.73389807386743,4.256931718843,4.93009089234693,5.52332359828232,6.41317517037815
"gene 539",7.09645029903712,6.2337364029179,6.6055099330239,3.60581754224681,5.76233247805261,7.59048747048772,6.50766766993153,6.79973039935798,5.29332338060191,5.06878293082506,5.65881076610372,5.33510421275414,7.0209197928789,4.40485842758663,5.18171342553339,6.14083338757921,5.89642699809179,4.9354273132417,6.66077225577695,6.48499621379427,3.94061412098693,5.10955032711055,6.56846703875877,6.72566294213898,5.97079728845489,5.99084307392128,5.52535374958615,5.37503572161518,7.22675233163715,5.91254604327667
"gene 540",5.35268059123009,5.90927202656007,4.65023318031693,3.31542586291382,6.56848527921128,6.25908979489834,8.107915899413,5.37674505216197,4.65003526955537,4.19203857489908,3.56439996016423,5.78329961992179,5.97756019431067,3.32044747259681,4.63478222945904,2.85897548071853,5.59595550900802,3.41026959144076,7.66850767132318,8.06600644190724,4.94425566874738,4.04493543900926,8.14432837122566,6.2194638367353,4.52730171939602,5.42703340289626,5.26181443700658,2.63233881018256,6.39223202627583,3.46316823320468
"gene 541",4.99550804601048,3.45244773410442,2.31359069737172,3.29589456045945,6.29748438602899,4.10577910150093,7.48916640000947,1.12056901684351,3.46111081056175,4.95075626249165,6.5036966449585,7.06609458343975,6.68444272400095,3.73452795363754,6.01661656213139,3.97737550425244,6.5187248191779,3.22871949436368,5.75177650855039,6.37319037837494,3.50702736848613,5.52272868306311,3.49369652885076,3.94305085055468,3.56610100388037,4.31210727155722,3.58256532713063,5.52715099073174,5.24805867338988,3.80363273075691
"gene 542",6.14616911090368,4.2279586499304,3.45126653837174,6.06757378549268,7.77636524193501,7.45468937973037,9.79823055529097,4.61794756540296,5.7033855212103,5.58678656667556,4.80591607286741,6.79124893652434,6.93990539383102,3.72942624015746,6.59760132203505,4.41447651218547,4.92592229749227,4.88868331629425,9.26590747808549,8.37950063007005,4.14533877417605,4.35029977782131,7.37500857180439,5.14199317290486,3.12567544298653,6.18201697350285,4.43073813759808,5.69250682963814,6.44303257936844,3.72952552021749
"gene 543",7.11763103513039,1.75622251083422,4.73581522157248,2.86729627696196,5.51898334496838,7.31143148354364,6.88580753855125,2.96338821198262,4.91011208739746,7.68343992664946,7.12049333411508,6.64929074748361,6.40931695875626,3.62964012372534,7.89310018171394,2.55681961589313,7.23668030919141,3.0282403561215,6.14343976305504,6.51039747626805,3.20597048399579,7.69983922304824,4.55794012977551,6.68560590533722,4.47802404062357,6.92707988802832,4.0587695676547,5.96049760973317,6.73709594799451,4.39468753278817
"gene 544",5.62593078826168,4.68732525775949,3.35003343200936,3.78787812308763,5.2565605100117,5.60770771118919,5.182797621211,4.41800005157589,4.2484119449661,5.80168975258999,2.73303446714301,4.92803550729805,4.29957588244254,7.06843934733287,5.93063310970739,4.97694128995666,5.06612682564937,5.03957602934721,5.3610245841437,6.48790284860334,4.381243318707,4.57221556920808,5.27807723188288,5.80698075285311,4.28679758715292,4.84894647944089,4.81109797731898,5.94472272317225,4.44061356471264,3.86465076219524
